year,quarter,entity_type,entity_name,rank,type,count,amount,state
2023,1,district,Tinsukia,8,TOTAL,813,1490071.0,Assam
2023,1,district,Cachar,9,TOTAL,807,1506973.0,Assam
2023,1,district,Lakhimpur,10,TOTAL,688,1386745.0,Assam
2023,2,district,Kamrup Metropolitan,1,TOTAL,4012,5898627.0,Assam
2023,2,district,Dibrugarh,2,TOTAL,1121,2142408.0,Assam
2023,2,district,Sonitpur,3,TOTAL,893,1605940.0,Assam
2023,2,district,Nagaon,4,TOTAL,767,1428414.0,Assam
2023,2,district,Kamrup,5,TOTAL,690,1153785.0,Assam
2023,2,district,Barpeta,6,TOTAL,683,1025061.0,Assam
2023,2,district,Cachar,7,TOTAL,656,1133925.0,Assam
2023,2,district,Tinsukia,8,TOTAL,641,1239379.0,Assam
2023,2,district,Jorhat,9,TOTAL,581,1111680.0,Assam
2023,2,district,Lakhimpur,10,TOTAL,574,1175317.0,Assam
2023,3,district,Kamrup Metropolitan,1,TOTAL,4860,6709390.0,Assam
2023,3,district,Dibrugarh,2,TOTAL,1582,2574384.0,Assam
2023,3,district,Barpeta,3,TOTAL,1229,1769686.0,Assam
2023,3,district,Nagaon,4,TOTAL,1173,1931012.0,Assam
2023,3,district,Sonitpur,5,TOTAL,1077,1850471.0,Assam
2023,3,district,Tinsukia,6,TOTAL,1072,1795306.0,Assam
2023,3,district,Kamrup,7,TOTAL,927,1535288.0,Assam
2023,3,district,Cachar,8,TOTAL,842,1278019.0,Assam
2023,3,district,Lakhimpur,9,TOTAL,710,1288953.0,Assam
2023,3,district,Dhubri,10,TOTAL,699,1028552.0,Assam
2023,4,district,Kamrup Metropolitan,1,TOTAL,5317,7719481.0,Assam
2023,4,district,Sonitpur,2,TOTAL,1353,2337321.0,Assam
2023,4,district,Dibrugarh,3,TOTAL,1311,2554356.0,Assam
2023,4,district,Barpeta,4,TOTAL,1163,1993408.0,Assam
2023,4,district,Kamrup,5,TOTAL,1106,1685946.0,Assam
2023,4,district,Nagaon,6,TOTAL,1095,1810718.0,Assam
2023,4,district,Jorhat,7,TOTAL,963,1550776.0,Assam
2023,4,district,Tinsukia,8,TOTAL,899,1734025.0,Assam
2023,4,district,Dhubri,9,TOTAL,755,1083292.0,Assam
2023,4,district,Cachar,10,TOTAL,737,1308876.0,Assam
2024,1,district,Kamrup Metropolitan,1,TOTAL,6122,8448944.0,Assam
2024,1,district,Nagaon,2,TOTAL,1887,2830019.0,Assam
2024,1,district,Sonitpur,3,TOTAL,1877,2836196.0,Assam
2024,1,district,Barpeta,4,TOTAL,1876,2380473.0,Assam
2024,1,district,Dibrugarh,5,TOTAL,1730,2796591.0,Assam
2024,1,district,Jorhat,6,TOTAL,1414,2122424.0,Assam
2024,1,district,Kamrup,7,TOTAL,1371,1848729.0,Assam
2024,1,district,Tinsukia,8,TOTAL,1255,2174121.0,Assam
2024,1,district,Cachar,9,TOTAL,1122,1680658.0,Assam
2024,1,district,Dhubri,10,TOTAL,1040,1208964.0,Assam
2024,2,district,Kamrup Metropolitan,1,TOTAL,4266,6790945.0,Assam
2024,2,district,Dibrugarh,2,TOTAL,1333,2130896.0,Assam
2024,2,district,Barpeta,3,TOTAL,1262,1638356.0,Assam
2024,2,district,Sonitpur,4,TOTAL,1237,2099284.0,Assam
2024,2,district,Nagaon,5,TOTAL,1156,1884574.0,Assam
2024,2,district,Kamrup,6,TOTAL,916,1290289.0,Assam
2024,2,district,Tinsukia,7,TOTAL,863,1448536.0,Assam
2024,2,district,Goalpara,8,TOTAL,800,1191636.0,Assam
2024,2,district,Cachar,9,TOTAL,779,1165403.0,Assam
2024,2,district,Jorhat,10,TOTAL,777,1456554.0,Assam
2024,3,district,Kamrup Metropolitan,1,TOTAL,3855,6666759.0,Assam
2024,3,district,Dibrugarh,2,TOTAL,1019,1975290.0,Assam
2024,3,district,Kamrup,3,TOTAL,925,1446934.0,Assam
2024,3,district,Sonitpur,4,TOTAL,888,1612215.0,Assam
2024,3,district,Barpeta,5,TOTAL,791,1253952.0,Assam
2024,3,district,Tinsukia,6,TOTAL,782,1472817.0,Assam
2024,3,district,Nagaon,7,TOTAL,754,1345197.0,Assam
2024,3,district,Cachar,8,TOTAL,668,1083025.0,Assam
2024,3,district,Jorhat,9,TOTAL,527,1074219.0,Assam
2024,3,district,Dhubri,10,TOTAL,522,824255.0,Assam
2024,4,district,Kamrup Metropolitan,1,TOTAL,4694,7306786.0,Assam
2024,4,district,Dibrugarh,2,TOTAL,1204,2506223.0,Assam
2024,4,district,Sonitpur,3,TOTAL,1136,1890760.0,Assam
2024,4,district,Kamrup,4,TOTAL,1090,1561314.0,Assam
2024,4,district,Nagaon,5,TOTAL,1012,1552864.0,Assam
2024,4,district,Barpeta,6,TOTAL,972,1389291.0,Assam
2024,4,district,Cachar,7,TOTAL,833,1281628.0,Assam
2024,4,district,Tinsukia,8,TOTAL,816,1517962.0,Assam
2024,4,district,Dhubri,9,TOTAL,722,925125.0,Assam
2024,4,district,Jorhat,10,TOTAL,663,1209024.0,Assam
2020,2,district,Patna,1,TOTAL,685,126689.0,Bihar
2020,2,district,Begusarai,2,TOTAL,158,31671.0,Bihar
2020,2,district,Muzaffarpur,3,TOTAL,132,28803.0,Bihar
2020,2,district,Gaya,4,TOTAL,117,24619.0,Bihar
2020,2,district,Darbhanga,5,TOTAL,103,21997.0,Bihar
2020,2,district,Purbi Champaran,6,TOTAL,100,22466.0,Bihar
2020,2,district,Bhagalpur,7,TOTAL,96,22602.0,Bihar
2020,2,district,Pashchim Champaran,8,TOTAL,92,20072.0,Bihar
2020,2,district,Madhubani,9,TOTAL,89,19995.0,Bihar
2020,2,district,Vaishali,10,TOTAL,86,20680.0,Bihar
2020,3,district,Patna,1,TOTAL,1926,427322.0,Bihar
2020,3,district,Muzaffarpur,2,TOTAL,752,179003.0,Bihar
2020,3,district,Purbi Champaran,3,TOTAL,497,111197.0,Bihar
2020,3,district,Gaya,4,TOTAL,408,85332.0,Bihar
2020,3,district,Vaishali,5,TOTAL,408,89031.0,Bihar
2020,3,district,Samastipur,6,TOTAL,344,81819.0,Bihar
2020,3,district,Darbhanga,7,TOTAL,325,73191.0,Bihar
2020,3,district,Bhagalpur,8,TOTAL,325,80091.0,Bihar
2020,3,district,Saran,9,TOTAL,323,78623.0,Bihar
2020,3,district,Purnia,10,TOTAL,292,61193.0,Bihar
2020,4,district,Patna,1,TOTAL,1831,1396144.0,Bihar
2020,4,district,Muzaffarpur,2,TOTAL,616,462851.0,Bihar
2020,4,district,Vaishali,3,TOTAL,445,381786.0,Bihar
2020,4,district,Saran,4,TOTAL,410,376021.0,Bihar
2020,4,district,Samastipur,5,TOTAL,404,405354.0,Bihar
2020,4,district,Darbhanga,6,TOTAL,375,329076.0,Bihar
2020,4,district,Gaya,7,TOTAL,366,260585.0,Bihar
2020,4,district,Madhubani,8,TOTAL,362,312107.0,Bihar
2020,4,district,Purbi Champaran,9,TOTAL,336,195193.0,Bihar
2020,4,district,Bhagalpur,10,TOTAL,332,281912.0,Bihar
2021,1,district,Patna,1,TOTAL,2101,1349311.0,Bihar
2021,1,district,Muzaffarpur,2,TOTAL,750,518615.0,Bihar
2021,1,district,Gaya,3,TOTAL,597,370763.0,Bihar
2021,1,district,Vaishali,4,TOTAL,534,460907.0,Bihar
2021,1,district,Purbi Champaran,5,TOTAL,505,265124.0,Bihar
2021,1,district,Samastipur,6,TOTAL,500,393366.0,Bihar
2021,1,district,Darbhanga,7,TOTAL,463,321486.0,Bihar
2021,1,district,Saran,8,TOTAL,459,385969.0,Bihar
2021,1,district,Madhubani,9,TOTAL,444,317538.0,Bihar
2021,1,district,Pashchim Champaran,10,TOTAL,415,255416.0,Bihar
2021,2,district,Patna,1,TOTAL,2844,2420477.0,Bihar
2021,2,district,Muzaffarpur,2,TOTAL,855,728324.0,Bihar
2021,2,district,Vaishali,3,TOTAL,611,662818.0,Bihar
2021,2,district,Gaya,4,TOTAL,565,575770.0,Bihar
2021,2,district,Darbhanga,5,TOTAL,559,503233.0,Bihar
2021,2,district,Samastipur,6,TOTAL,559,524394.0,Bihar
2021,2,district,Saran,7,TOTAL,550,605534.0,Bihar
2021,2,district,Purbi Champaran,8,TOTAL,509,475116.0,Bihar
2021,2,district,Begusarai,9,TOTAL,480,456120.0,Bihar
2021,2,district,Bhagalpur,10,TOTAL,475,428330.0,Bihar
2021,3,district,Patna,1,TOTAL,4025,3635269.0,Bihar
2021,3,district,Muzaffarpur,2,TOTAL,1031,999940.0,Bihar
2021,3,district,Vaishali,3,TOTAL,796,871661.0,Bihar
2021,3,district,Begusarai,4,TOTAL,780,770780.0,Bihar
2021,3,district,Samastipur,5,TOTAL,735,806958.0,Bihar
2021,3,district,Gaya,6,TOTAL,660,613726.0,Bihar
2021,3,district,Saran,7,TOTAL,640,671368.0,Bihar
2021,3,district,Darbhanga,8,TOTAL,606,630720.0,Bihar
2021,3,district,Bhagalpur,9,TOTAL,603,673714.0,Bihar
2021,3,district,Purbi Champaran,10,TOTAL,561,606304.0,Bihar
2021,4,district,Patna,1,TOTAL,5114,5291931.0,Bihar
2021,4,district,Muzaffarpur,2,TOTAL,1372,1563252.0,Bihar
2021,4,district,Vaishali,3,TOTAL,1036,1200374.0,Bihar
2021,4,district,Saran,4,TOTAL,880,1231657.0,Bihar
2021,4,district,Samastipur,5,TOTAL,836,1098032.0,Bihar
2021,4,district,Bhagalpur,6,TOTAL,818,990253.0,Bihar
2021,4,district,Gaya,7,TOTAL,801,890348.0,Bihar
2021,4,district,Darbhanga,8,TOTAL,793,870539.0,Bihar
2021,4,district,Begusarai,9,TOTAL,719,859763.0,Bihar
2021,4,district,Purbi Champaran,10,TOTAL,667,874730.0,Bihar
2022,1,district,Patna,1,TOTAL,4444,5436425.0,Bihar
2022,1,district,Muzaffarpur,2,TOTAL,1211,1664652.0,Bihar
2022,1,district,Vaishali,3,TOTAL,900,1300490.0,Bihar
2022,1,district,Samastipur,4,TOTAL,846,1134330.0,Bihar
2022,1,district,Bhagalpur,5,TOTAL,790,1009817.0,Bihar
2022,1,district,Darbhanga,6,TOTAL,716,958014.0,Bihar
2022,1,district,Gaya,7,TOTAL,710,986298.0,Bihar
2022,1,district,Saran,8,TOTAL,698,1079022.0,Bihar
2022,1,district,Begusarai,9,TOTAL,665,982309.0,Bihar
2022,1,district,Munger,10,TOTAL,652,604211.0,Bihar
2022,2,district,Patna,1,TOTAL,4980,5796863.0,Bihar
2022,2,district,Muzaffarpur,2,TOTAL,1312,1527583.0,Bihar
2022,2,district,Vaishali,3,TOTAL,1030,1332752.0,Bihar
2022,2,district,Munger,4,TOTAL,869,685212.0,Bihar
2022,2,district,Samastipur,5,TOTAL,866,1140296.0,Bihar
2022,2,district,Saran,6,TOTAL,831,1134410.0,Bihar
2022,2,district,Darbhanga,7,TOTAL,823,901618.0,Bihar
2022,2,district,Bhagalpur,8,TOTAL,806,1158286.0,Bihar
2022,2,district,Gaya,9,TOTAL,781,1127943.0,Bihar
2022,2,district,Begusarai,10,TOTAL,734,980380.0,Bihar
2022,3,district,Patna,1,TOTAL,6711,7663832.0,Bihar
2022,3,district,Muzaffarpur,2,TOTAL,1848,2047804.0,Bihar
2022,3,district,Vaishali,3,TOTAL,1495,1738699.0,Bihar
2022,3,district,Gaya,4,TOTAL,1052,1275154.0,Bihar
2022,3,district,Samastipur,5,TOTAL,1037,1446763.0,Bihar
2022,3,district,Bhagalpur,6,TOTAL,1030,1287137.0,Bihar
2022,3,district,Saran,7,TOTAL,1013,1475793.0,Bihar
2022,3,district,Begusarai,8,TOTAL,1010,1185869.0,Bihar
2022,3,district,Darbhanga,9,TOTAL,978,1175895.0,Bihar
2022,3,district,Nalanda,10,TOTAL,802,1007554.0,Bihar
2022,4,district,Patna,1,TOTAL,7741,8886520.0,Bihar
2022,4,district,Muzaffarpur,2,TOTAL,2305,2622512.0,Bihar
2022,4,district,Vaishali,3,TOTAL,1553,1950312.0,Bihar
2022,4,district,Samastipur,4,TOTAL,1371,1741058.0,Bihar
2022,4,district,Bhagalpur,5,TOTAL,1277,1839829.0,Bihar
2022,4,district,Saran,6,TOTAL,1260,1760294.0,Bihar
2022,4,district,Darbhanga,7,TOTAL,1183,1530684.0,Bihar
2022,4,district,Gaya,8,TOTAL,1156,1515312.0,Bihar
2022,4,district,Begusarai,9,TOTAL,1065,1313395.0,Bihar
2022,4,district,Nalanda,10,TOTAL,944,1190812.0,Bihar
2023,1,district,Patna,1,TOTAL,6401,7935610.0,Bihar
2023,1,district,Muzaffarpur,2,TOTAL,1775,2423353.0,Bihar
2023,1,district,Vaishali,3,TOTAL,1280,1787246.0,Bihar
2023,1,district,Samastipur,4,TOTAL,1034,1410643.0,Bihar
2023,1,district,Bhagalpur,5,TOTAL,1004,1450332.0,Bihar
2023,1,district,Begusarai,6,TOTAL,981,1487117.0,Bihar
2023,1,district,Saran,7,TOTAL,934,1574069.0,Bihar
2023,1,district,Gaya,8,TOTAL,895,1335109.0,Bihar
2023,1,district,Darbhanga,9,TOTAL,881,1157743.0,Bihar
2023,1,district,Madhubani,10,TOTAL,811,1255509.0,Bihar
2023,2,district,Patna,1,TOTAL,7312,9370034.0,Bihar
2023,2,district,Muzaffarpur,2,TOTAL,2490,2986441.0,Bihar
2023,2,district,Vaishali,3,TOTAL,1300,1679995.0,Bihar
2023,2,district,Saran,4,TOTAL,1273,1702530.0,Bihar
2023,2,district,Samastipur,5,TOTAL,1088,1604418.0,Bihar
2023,2,district,Bhagalpur,6,TOTAL,999,1448813.0,Bihar
2023,2,district,Begusarai,7,TOTAL,966,1389526.0,Bihar
2023,2,district,Darbhanga,8,TOTAL,929,1257052.0,Bihar
2023,2,district,Gaya,9,TOTAL,918,1313271.0,Bihar
2023,2,district,Madhubani,10,TOTAL,838,1209798.0,Bihar
2023,3,district,Patna,1,TOTAL,10764,12203806.0,Bihar
2023,3,district,Muzaffarpur,2,TOTAL,2243,2653412.0,Bihar
2023,3,district,Vaishali,3,TOTAL,1795,2299571.0,Bihar
2023,3,district,Begusarai,4,TOTAL,1431,1674507.0,Bihar
2023,3,district,Saran,5,TOTAL,1328,1885167.0,Bihar
2023,3,district,Bhagalpur,6,TOTAL,1261,1763671.0,Bihar
2023,3,district,Gaya,7,TOTAL,1231,1481362.0,Bihar
2023,3,district,Samastipur,8,TOTAL,1151,1505350.0,Bihar
2023,3,district,Purnia,9,TOTAL,1062,1373810.0,Bihar
2023,3,district,Darbhanga,10,TOTAL,973,1187853.0,Bihar
2023,4,district,Patna,1,TOTAL,9152,12139703.0,Bihar
2023,4,district,Muzaffarpur,2,TOTAL,2640,3487730.0,Bihar
2023,4,district,Vaishali,3,TOTAL,2076,2700720.0,Bihar
2023,4,district,Bhagalpur,4,TOTAL,1712,2382914.0,Bihar
2023,4,district,Samastipur,5,TOTAL,1650,2083069.0,Bihar
2023,4,district,Begusarai,6,TOTAL,1515,1920706.0,Bihar
2023,4,district,Saran,7,TOTAL,1474,2082626.0,Bihar
2023,4,district,Gaya,8,TOTAL,1459,2063105.0,Bihar
2023,4,district,Darbhanga,9,TOTAL,1385,1986204.0,Bihar
2023,4,district,Madhubani,10,TOTAL,1261,1853704.0,Bihar
2024,1,district,Patna,1,TOTAL,8766,12210439.0,Bihar
2024,1,district,Muzaffarpur,2,TOTAL,2904,3379803.0,Bihar
2024,1,district,Samastipur,3,TOTAL,2166,2404317.0,Bihar
2024,1,district,Vaishali,4,TOTAL,2155,2395023.0,Bihar
2024,1,district,Begusarai,5,TOTAL,2098,2480882.0,Bihar
2024,1,district,Bhagalpur,6,TOTAL,1961,2423152.0,Bihar
2024,1,district,Darbhanga,7,TOTAL,1834,2081177.0,Bihar
2024,1,district,Purbi Champaran,8,TOTAL,1825,1988941.0,Bihar
2024,1,district,Gaya,9,TOTAL,1794,2115644.0,Bihar
2024,1,district,Saran,10,TOTAL,1758,2453695.0,Bihar
2024,2,district,Patna,1,TOTAL,8676,12515913.0,Bihar
2024,2,district,Muzaffarpur,2,TOTAL,3030,3566917.0,Bihar
2024,2,district,Vaishali,3,TOTAL,2208,2694296.0,Bihar
2024,2,district,Samastipur,4,TOTAL,2019,2589400.0,Bihar
2024,2,district,Saran,5,TOTAL,1947,2473772.0,Bihar
2024,2,district,Bhagalpur,6,TOTAL,1936,2519217.0,Bihar
2024,2,district,Purbi Champaran,7,TOTAL,1912,2388778.0,Bihar
2024,2,district,Begusarai,8,TOTAL,1909,2345108.0,Bihar
2024,2,district,Darbhanga,9,TOTAL,1835,2503350.0,Bihar
2024,2,district,Gaya,10,TOTAL,1680,2474293.0,Bihar
2024,3,district,Patna,1,TOTAL,10836,14766457.0,Bihar
2024,3,district,Muzaffarpur,2,TOTAL,2707,3612823.0,Bihar
2024,3,district,Vaishali,3,TOTAL,1988,2661199.0,Bihar
2024,3,district,Begusarai,4,TOTAL,1885,2296315.0,Bihar
2024,3,district,Purbi Champaran,5,TOTAL,1794,2325571.0,Bihar
2024,3,district,Gaya,6,TOTAL,1750,2519779.0,Bihar
2024,3,district,Bhagalpur,7,TOTAL,1672,2351538.0,Bihar
2024,3,district,Samastipur,8,TOTAL,1598,2004913.0,Bihar
2024,3,district,Saran,9,TOTAL,1597,2272074.0,Bihar
2024,3,district,Darbhanga,10,TOTAL,1284,1775628.0,Bihar
2024,4,district,Patna,1,TOTAL,12285,17467167.0,Bihar
2024,4,district,Muzaffarpur,2,TOTAL,3574,4618556.0,Bihar
2024,4,district,Bhagalpur,3,TOTAL,2880,3502440.0,Bihar
2024,4,district,Vaishali,4,TOTAL,2751,3366259.0,Bihar
2024,4,district,Purbi Champaran,5,TOTAL,2743,3484729.0,Bihar
2024,4,district,Begusarai,6,TOTAL,2448,2967847.0,Bihar
2024,4,district,Samastipur,7,TOTAL,2399,3064251.0,Bihar
2024,4,district,Gaya,8,TOTAL,2142,2996672.0,Bihar
2024,4,district,Saran,9,TOTAL,2101,2867354.0,Bihar
2024,4,district,Madhubani,10,TOTAL,1964,2474980.0,Bihar
2020,2,district,Chandigarh,1,TOTAL,149,29537.0,Chandigarh
2020,3,district,Chandigarh,1,TOTAL,264,70969.0,Chandigarh
2020,4,district,Chandigarh,1,TOTAL,200,153341.0,Chandigarh
2021,1,district,Chandigarh,1,TOTAL,338,238576.0,Chandigarh
2021,2,district,Chandigarh,1,TOTAL,378,310943.0,Chandigarh
2021,3,district,Chandigarh,1,TOTAL,494,469634.0,Chandigarh
2021,4,district,Chandigarh,1,TOTAL,710,835813.0,Chandigarh
2022,1,district,Chandigarh,1,TOTAL,792,1150932.0,Chandigarh
2022,2,district,Chandigarh,1,TOTAL,1330,1874959.0,Chandigarh
2022,3,district,Chandigarh,1,TOTAL,1533,1998439.0,Chandigarh
2022,4,district,Chandigarh,1,TOTAL,1403,2024528.0,Chandigarh
2023,1,district,Chandigarh,1,TOTAL,1520,2415574.0,Chandigarh
2023,2,district,Chandigarh,1,TOTAL,1704,2501107.0,Chandigarh
2023,3,district,Chandigarh,1,TOTAL,1883,2660630.0,Chandigarh
2023,4,district,Chandigarh,1,TOTAL,1767,3053934.0,Chandigarh
2024,1,district,Chandigarh,1,TOTAL,1730,3143984.0,Chandigarh
2024,2,district,Chandigarh,1,TOTAL,1798,3177315.0,Chandigarh
2024,3,district,Chandigarh,1,TOTAL,1991,3445738.0,Chandigarh
2024,4,district,Chandigarh,1,TOTAL,2095,3729932.0,Chandigarh
2020,2,district,Raipur,1,TOTAL,410,81039.0,Chhattisgarh
2020,2,district,Durg,2,TOTAL,172,37102.0,Chhattisgarh
2020,2,district,Bilaspur,3,TOTAL,138,26772.0,Chhattisgarh
2020,2,district,Raigarh,4,TOTAL,101,19804.0,Chhattisgarh
2020,2,district,Janjgir Champa,5,TOTAL,97,19462.0,Chhattisgarh
2020,2,district,Surguja,6,TOTAL,77,14582.0,Chhattisgarh
2020,2,district,Korba,7,TOTAL,64,13184.0,Chhattisgarh
2020,2,district,Rajnandgaon,8,TOTAL,56,11803.0,Chhattisgarh
2020,2,district,Mahasamund,9,TOTAL,28,6903.0,Chhattisgarh
2020,2,district,Jashpur,10,TOTAL,23,4935.0,Chhattisgarh
2020,3,district,Raipur,1,TOTAL,1324,395561.0,Chhattisgarh
2020,3,district,Durg,2,TOTAL,639,196453.0,Chhattisgarh
2020,3,district,Bilaspur,3,TOTAL,394,110531.0,Chhattisgarh
2020,3,district,Raigarh,4,TOTAL,347,107510.0,Chhattisgarh
2020,3,district,Korba,5,TOTAL,249,82657.0,Chhattisgarh
2020,3,district,Janjgir Champa,6,TOTAL,247,72077.0,Chhattisgarh
2020,3,district,Mahasamund,7,TOTAL,165,43911.0,Chhattisgarh
2020,3,district,Baloda Bazar,8,TOTAL,137,30918.0,Chhattisgarh
2020,3,district,Surguja,9,TOTAL,135,37853.0,Chhattisgarh
2020,3,district,Rajnandgaon,10,TOTAL,134,38440.0,Chhattisgarh
2020,4,district,Raipur,1,TOTAL,854,518623.0,Chhattisgarh
2020,4,district,Durg,2,TOTAL,393,252505.0,Chhattisgarh
2020,4,district,Bilaspur,3,TOTAL,341,195612.0,Chhattisgarh
2020,4,district,Raigarh,4,TOTAL,253,133432.0,Chhattisgarh
2020,4,district,Janjgir Champa,5,TOTAL,250,129700.0,Chhattisgarh
2020,4,district,Korba,6,TOTAL,212,154943.0,Chhattisgarh
2020,4,district,Rajnandgaon,7,TOTAL,154,119506.0,Chhattisgarh
2020,4,district,Baloda Bazar,8,TOTAL,144,91702.0,Chhattisgarh
2020,4,district,Mahasamund,9,TOTAL,113,51551.0,Chhattisgarh
2020,4,district,Kanker,10,TOTAL,106,72276.0,Chhattisgarh
2021,1,district,Raipur,1,TOTAL,1026,542296.0,Chhattisgarh
2021,1,district,Durg,2,TOTAL,513,326643.0,Chhattisgarh
2021,1,district,Bilaspur,3,TOTAL,464,257938.0,Chhattisgarh
2021,1,district,Raigarh,4,TOTAL,298,139430.0,Chhattisgarh
2021,1,district,Janjgir Champa,5,TOTAL,297,193584.0,Chhattisgarh
2021,1,district,Korba,6,TOTAL,244,151755.0,Chhattisgarh
2021,1,district,Rajnandgaon,7,TOTAL,185,105281.0,Chhattisgarh
2021,1,district,Baloda Bazar,8,TOTAL,173,82107.0,Chhattisgarh
2021,1,district,Mahasamund,9,TOTAL,143,49330.0,Chhattisgarh
2021,1,district,Surguja,10,TOTAL,138,103150.0,Chhattisgarh
2021,2,district,Raipur,1,TOTAL,1208,819324.0,Chhattisgarh
2021,2,district,Durg,2,TOTAL,534,404367.0,Chhattisgarh
2021,2,district,Bilaspur,3,TOTAL,422,372335.0,Chhattisgarh
2021,2,district,Raigarh,4,TOTAL,413,273255.0,Chhattisgarh
2021,2,district,Korba,5,TOTAL,338,204745.0,Chhattisgarh
2021,2,district,Janjgir Champa,6,TOTAL,275,218849.0,Chhattisgarh
2021,2,district,Rajnandgaon,7,TOTAL,263,171631.0,Chhattisgarh
2021,2,district,Bastar,8,TOTAL,144,109459.0,Chhattisgarh
2021,2,district,Mahasamund,9,TOTAL,144,87736.0,Chhattisgarh
2021,2,district,Baloda Bazar,10,TOTAL,143,107641.0,Chhattisgarh
2021,3,district,Raipur,1,TOTAL,1145,798270.0,Chhattisgarh
2021,3,district,Durg,2,TOTAL,564,457493.0,Chhattisgarh
2021,3,district,Bilaspur,3,TOTAL,385,289752.0,Chhattisgarh
2021,3,district,Korba,4,TOTAL,281,237893.0,Chhattisgarh
2021,3,district,Raigarh,5,TOTAL,265,178817.0,Chhattisgarh
2021,3,district,Janjgir Champa,6,TOTAL,229,152293.0,Chhattisgarh
2021,3,district,Rajnandgaon,7,TOTAL,212,165704.0,Chhattisgarh
2021,3,district,Baloda Bazar,8,TOTAL,155,113239.0,Chhattisgarh
2021,3,district,Mahasamund,9,TOTAL,146,80923.0,Chhattisgarh
2021,3,district,Bastar,10,TOTAL,134,129106.0,Chhattisgarh
2021,4,district,Raipur,1,TOTAL,1504,1759887.0,Chhattisgarh
2021,4,district,Durg,2,TOTAL,857,1120413.0,Chhattisgarh
2021,4,district,Bilaspur,3,TOTAL,510,802349.0,Chhattisgarh
2021,4,district,Korba,4,TOTAL,389,532770.0,Chhattisgarh
2021,4,district,Janjgir Champa,5,TOTAL,266,334273.0,Chhattisgarh
2021,4,district,Raigarh,6,TOTAL,230,349708.0,Chhattisgarh
2021,4,district,Surguja,7,TOTAL,210,297790.0,Chhattisgarh
2021,4,district,Bastar,8,TOTAL,183,266874.0,Chhattisgarh
2021,4,district,Mahasamund,9,TOTAL,165,179042.0,Chhattisgarh
2021,4,district,Kanker,10,TOTAL,161,220818.0,Chhattisgarh
2022,1,district,Raipur,1,TOTAL,1650,2255466.0,Chhattisgarh
2022,1,district,Durg,2,TOTAL,879,1239930.0,Chhattisgarh
2022,1,district,Bilaspur,3,TOTAL,610,961852.0,Chhattisgarh
2022,1,district,Korba,4,TOTAL,402,675060.0,Chhattisgarh
2022,1,district,Raigarh,5,TOTAL,311,477426.0,Chhattisgarh
2022,1,district,Janjgir Champa,6,TOTAL,302,488142.0,Chhattisgarh
2022,1,district,Surguja,7,TOTAL,225,347658.0,Chhattisgarh
2022,1,district,Rajnandgaon,8,TOTAL,207,330899.0,Chhattisgarh
2022,1,district,Kanker,9,TOTAL,201,301862.0,Chhattisgarh
2022,1,district,Baloda Bazar,10,TOTAL,185,345262.0,Chhattisgarh
2022,2,district,Raipur,1,TOTAL,1773,2243228.0,Chhattisgarh
2022,2,district,Durg,2,TOTAL,1061,1499260.0,Chhattisgarh
2022,2,district,Bilaspur,3,TOTAL,869,1181756.0,Chhattisgarh
2022,2,district,Raigarh,4,TOTAL,386,555753.0,Chhattisgarh
2022,2,district,Korba,5,TOTAL,353,543196.0,Chhattisgarh
2022,2,district,Janjgir Champa,6,TOTAL,300,433751.0,Chhattisgarh
2022,2,district,Rajnandgaon,7,TOTAL,267,384283.0,Chhattisgarh
2022,2,district,Baloda Bazar,8,TOTAL,175,342236.0,Chhattisgarh
2022,2,district,Mahasamund,9,TOTAL,175,272123.0,Chhattisgarh
2022,2,district,Surguja,10,TOTAL,172,328700.0,Chhattisgarh
2022,3,district,Raipur,1,TOTAL,2103,2618098.0,Chhattisgarh
2022,3,district,Durg,2,TOTAL,1197,1644805.0,Chhattisgarh
2022,3,district,Bilaspur,3,TOTAL,1015,1231179.0,Chhattisgarh
2022,3,district,Raigarh,4,TOTAL,636,782616.0,Chhattisgarh
2022,3,district,Korba,5,TOTAL,544,785140.0,Chhattisgarh
2022,3,district,Janjgir Champa,6,TOTAL,397,531798.0,Chhattisgarh
2022,3,district,Rajnandgaon,7,TOTAL,332,528822.0,Chhattisgarh
2022,3,district,Bastar,8,TOTAL,238,366792.0,Chhattisgarh
2022,3,district,Surguja,9,TOTAL,223,344772.0,Chhattisgarh
2022,3,district,Baloda Bazar,10,TOTAL,214,288345.0,Chhattisgarh
2022,4,district,Raipur,1,TOTAL,2894,3964532.0,Chhattisgarh
2022,4,district,Durg,2,TOTAL,1757,2516798.0,Chhattisgarh
2022,4,district,Bilaspur,3,TOTAL,1264,1762665.0,Chhattisgarh
2022,4,district,Korba,4,TOTAL,1020,1466794.0,Chhattisgarh
2022,4,district,Raigarh,5,TOTAL,642,920443.0,Chhattisgarh
2022,4,district,Janjgir Champa,6,TOTAL,489,702708.0,Chhattisgarh
2022,4,district,Rajnandgaon,7,TOTAL,388,677411.0,Chhattisgarh
2022,4,district,Surguja,8,TOTAL,345,629537.0,Chhattisgarh
2022,4,district,Bastar,9,TOTAL,313,555336.0,Chhattisgarh
2022,4,district,Baloda Bazar,10,TOTAL,303,425204.0,Chhattisgarh
2023,1,district,Raipur,1,TOTAL,2822,3781934.0,Chhattisgarh
